date,trump health,isPartial
2020-05-27,16,False
2020-05-28,0,False
2020-05-29,33,False
2020-05-30,19,False
2020-05-31,0,False
2020-06-01,0,False
2020-06-02,17,False
2020-06-03,16,False
2020-06-04,15,False
2020-06-05,15,False
2020-06-06,0,False
2020-06-07,0,False
2020-06-08,31,False
2020-06-09,24,False
2020-06-10,0,False
2020-06-11,16,False
2020-06-12,26,False
2020-06-13,40,False
2020-06-14,50,False
2020-06-15,100,False
2020-06-16,65,False
2020-06-17,16,False
2020-06-18,34,False
2020-06-19,0,False
2020-06-20,19,False
2020-06-21,20,False
2020-06-22,17,False
2020-06-23,0,False
2020-06-24,17,False
2020-06-25,17,False
2020-06-26,18,False
2020-06-27,0,False
2020-06-28,49,False
2020-06-29,0,False
2020-06-30,35,False
